ticker,paired_with,event_type_canonical,direction,confidence,event_date,zscore_before,zscore_after,zscore_change,expected_direction,direction_confirmed
2337.TW,3105.TWO,revenue_growth,1,0.95,2026-04-07 18:45:00,-1.5740141310971325,-1.3657126922014733,0.20830143889565922,1,True
2337.TW,2313.TW,pricing_and_margins,1,0.92,2026-04-07 18:45:00,1.1774413702052715,0.0964463835022241,-1.0809949867030475,-1,True
2337.TW,3105.TWO,pricing_and_margins,1,0.92,2026-04-07 18:45:00,-1.5740141310971325,-1.3657126922014733,0.20830143889565922,1,True
2337.TW,2313.TW,supply_chain,1,0.9,2026-04-07 18:45:00,1.1774413702052715,0.0964463835022241,-1.0809949867030475,-1,True
2337.TW,3105.TWO,supply_chain,1,0.9,2026-04-07 18:45:00,-1.5740141310971325,-1.3657126922014733,0.20830143889565922,1,True
6515.TW,3036.TW,revenue_growth,1,0.95,2026-04-08 06:30:00,-0.92467484410085,-0.9489946466004348,-0.024319802499584764,-1,True
6515.TW,3036.TW,capacity_expansion,1,0.9,2026-04-08 06:30:00,-0.92467484410085,-0.9489946466004348,-0.024319802499584764,-1,True
6515.TW,3036.TW,market_dynamics,1,0.92,2026-04-08 06:30:00,-0.92467484410085,-0.9489946466004348,-0.024319802499584764,-1,True
2337.TW,2313.TW,financial_performance,1,0.95,2026-04-28 10:00:00,-1.658103075494901,-2.302266136022527,-0.6441630605276258,-1,True
2337.TW,3105.TWO,financial_performance,1,0.95,2026-04-28 10:00:00,0.7600872308867457,0.9745461774613456,0.21445894657459996,1,True
2337.TW,2313.TW,capacity_expansion,1,0.9,2026-04-28 10:00:00,-1.658103075494901,-2.302266136022527,-0.6441630605276258,-1,True
2337.TW,3105.TWO,capacity_expansion,1,0.9,2026-04-28 10:00:00,0.7600872308867457,0.9745461774613456,0.21445894657459996,1,True
2337.TW,2313.TW,market_dynamics,1,0.9,2026-04-28 10:00:00,-1.658103075494901,-2.302266136022527,-0.6441630605276258,-1,True
2337.TW,3105.TWO,market_dynamics,1,0.9,2026-04-28 10:00:00,0.7600872308867457,0.9745461774613456,0.21445894657459996,1,True
3105.TWO,2337.TW,product_launch_and_development,1,0.85,2025-11-03 10:00:00,-0.4705058616650572,-1.2264044197662431,-0.7558985581011859,-1,True
3105.TWO,2368.TW,product_launch_and_development,1,0.85,2025-11-03 10:00:00,-1.3448959648475027,-1.8078897377812873,-0.4629937729337845,-1,True
3105.TWO,3036.TW,product_launch_and_development,1,0.85,2025-11-03 10:00:00,-2.390719074763938,-2.7480455395746706,-0.3573264648107326,-1,True
2337.TW,2313.TW,supply_chain,1,0.85,2026-01-02 10:30:00,-0.8624654816898811,-1.7911027140146505,-0.9286372323247694,-1,True
2337.TW,3105.TWO,supply_chain,1,0.85,2026-01-02 10:30:00,0.1135683673469256,0.6814825683069304,0.5679142009600049,1,True
5274.TWO,2360.TW,ai_demand,1,0.95,2026-06-03 17:24:00,0.6254978254537064,0.7631736978405971,0.13767587238689072,-1,False
5274.TWO,2360.TW,product_launch_and_development,1,0.9,2026-06-03 17:24:00,0.6254978254537064,0.7631736978405971,0.13767587238689072,-1,False
5274.TWO,2360.TW,supply_chain,-1,0.85,2026-06-03 17:24:00,0.6254978254537064,0.7631736978405971,0.13767587238689072,1,True
5274.TWO,2360.TW,pricing_and_margins,1,0.8,2026-06-03 17:24:00,0.6254978254537064,0.7631736978405971,0.13767587238689072,-1,False
2313.TW,2337.TW,capacity_expansion,1,0.95,2026-05-28 17:50:00,-0.1017166750987634,0.3603125075268698,0.4620291826256332,1,True
2313.TW,2337.TW,order_dynamics,1,0.85,2026-05-28 17:50:00,-0.1017166750987634,0.3603125075268698,0.4620291826256332,1,True
2313.TW,2337.TW,financial_performance,1,0.9,2026-05-28 17:50:00,-0.1017166750987634,0.3603125075268698,0.4620291826256332,1,True
2337.TW,2313.TW,financial_performance,1,0.85,2025-12-08 13:30:00,-0.7927308909618166,-1.053018137339664,-0.2602872463778475,-1,True
2337.TW,3105.TWO,financial_performance,1,0.85,2025-12-08 13:30:00,-1.3417409111402083,-1.8290886712927696,-0.4873477601525613,1,False
2382.TW,4958.TW,capacity_expansion,1,0.8,2025-11-10 10:33:00,0.6990662690968986,0.6801275268966593,-0.018938742200239278,1,False
2337.TW,2313.TW,financial_performance,-1,0.95,2025-10-29 19:45:00,-3.115059140409635,-1.9931479190882664,1.1219112213213687,1,True
2337.TW,3105.TWO,financial_performance,-1,0.95,2025-10-29 19:45:00,3.461215765194934,2.29939994750552,-1.1618158176894138,-1,True
2337.TW,2313.TW,financial_performance,-1,0.9,2025-10-29 19:45:00,-3.115059140409635,-1.9931479190882664,1.1219112213213687,1,True
2337.TW,3105.TWO,financial_performance,-1,0.9,2025-10-29 19:45:00,3.461215765194934,2.29939994750552,-1.1618158176894138,-1,True
2337.TW,2313.TW,capacity_expansion,-1,0.85,2025-10-29 19:45:00,-3.115059140409635,-1.9931479190882664,1.1219112213213687,1,True
2337.TW,3105.TWO,capacity_expansion,-1,0.85,2025-10-29 19:45:00,3.461215765194934,2.29939994750552,-1.1618158176894138,-1,True
2337.TW,2313.TW,market_dynamics,1,0.8,2025-10-29 19:45:00,-3.115059140409635,-1.9931479190882664,1.1219112213213687,-1,False
2337.TW,3105.TWO,market_dynamics,1,0.8,2025-10-29 19:45:00,3.461215765194934,2.29939994750552,-1.1618158176894138,1,False
5274.TWO,2360.TW,revenue_growth,1,0.85,2025-12-26 10:20:00,-0.4640723934786926,-0.8619474414410413,-0.3978750479623487,-1,True
2337.TW,2313.TW,revenue_growth,1,0.95,2026-06-08 15:20:00,0.8036584598703466,1.413828149704394,0.6101696898340475,-1,False
2337.TW,3105.TWO,revenue_growth,1,0.95,2026-06-08 15:20:00,0.2097394870691226,-0.3304358208414252,-0.5401753079105478,1,False
2337.TW,2313.TW,pricing_and_margins,1,0.9,2026-06-08 15:20:00,0.8036584598703466,1.413828149704394,0.6101696898340475,-1,False
2337.TW,3105.TWO,pricing_and_margins,1,0.9,2026-06-08 15:20:00,0.2097394870691226,-0.3304358208414252,-0.5401753079105478,1,False
2337.TW,2313.TW,pricing_and_margins,1,0.9,2026-06-08 15:20:00,0.8036584598703466,1.413828149704394,0.6101696898340475,-1,False
2337.TW,3105.TWO,pricing_and_margins,1,0.9,2026-06-08 15:20:00,0.2097394870691226,-0.3304358208414252,-0.5401753079105478,1,False
6515.TW,3036.TW,market_dynamics,-1,0.7,2026-06-11 09:42:00,-1.5179738960681666,-1.7247327844960936,-0.206758888427927,1,False
2337.TW,2313.TW,supply_chain,1,0.85,2026-03-17 10:52:00,-1.6410513430552949,-3.471305776653686,-1.830254433598391,-1,True
2337.TW,3105.TWO,supply_chain,1,0.85,2026-03-17 10:52:00,2.4802950051298702,2.427505033487579,-0.05278997164229127,1,False
2337.TW,2313.TW,pricing_and_margins,1,0.85,2026-01-05 14:35:00,-1.7911027140146505,-1.9176186998151732,-0.1265159858005227,-1,True
2337.TW,3105.TWO,pricing_and_margins,1,0.85,2026-01-05 14:35:00,0.6814825683069304,1.38929965837173,0.7078170900647996,1,True
2368.TW,2360.TW,financial_performance,1,0.85,2026-05-13 09:49:00,1.044412155955925,-0.7990174327527048,-1.8434295887086298,-1,True
2368.TW,3036.TW,financial_performance,1,0.85,2026-05-13 09:49:00,-0.2960796156778957,0.3593615655717752,0.6554411812496709,1,True
2368.TW,3105.TWO,financial_performance,1,0.85,2026-05-13 09:49:00,1.111650897665709,1.838682211644686,0.727031313978977,1,True
2368.TW,2360.TW,pricing_and_margins,1,0.9,2026-05-13 09:49:00,1.044412155955925,-0.7990174327527048,-1.8434295887086298,-1,True
2368.TW,3036.TW,pricing_and_margins,1,0.9,2026-05-13 09:49:00,-0.2960796156778957,0.3593615655717752,0.6554411812496709,1,True
2368.TW,3105.TWO,pricing_and_margins,1,0.9,2026-05-13 09:49:00,1.111650897665709,1.838682211644686,0.727031313978977,1,True
2368.TW,2360.TW,capacity_expansion,1,0.85,2026-05-13 09:49:00,1.044412155955925,-0.7990174327527048,-1.8434295887086298,-1,True
2368.TW,3036.TW,capacity_expansion,1,0.85,2026-05-13 09:49:00,-0.2960796156778957,0.3593615655717752,0.6554411812496709,1,True
2368.TW,3105.TWO,capacity_expansion,1,0.85,2026-05-13 09:49:00,1.111650897665709,1.838682211644686,0.727031313978977,1,True
2368.TW,2360.TW,analyst_and_market_sentiment,1,0.9,2026-05-13 09:49:00,1.044412155955925,-0.7990174327527048,-1.8434295887086298,-1,True
2368.TW,3036.TW,analyst_and_market_sentiment,1,0.9,2026-05-13 09:49:00,-0.2960796156778957,0.3593615655717752,0.6554411812496709,1,True
2368.TW,3105.TWO,analyst_and_market_sentiment,1,0.9,2026-05-13 09:49:00,1.111650897665709,1.838682211644686,0.727031313978977,1,True
5274.TWO,2360.TW,analyst_and_market_sentiment,1,0.8,2026-04-14 13:35:00,-0.3964242037945291,0.159716825336025,0.5561410291305541,-1,False
6515.TW,3036.TW,analyst_and_market_sentiment,1,0.8,2026-04-14 13:35:00,0.1553144748174942,-0.5213433206364549,-0.6766577954539491,-1,True
2356.TW,2492.TW,corporate_events,1,0.7,2025-10-19 11:32:00,-1.1719336416373194,-2.3949308567567167,-1.2229972151193973,1,False
2356.TW,2492.TW,supply_chain,1,0.85,2025-12-12 15:07:00,0.3288603250476339,0.6438500484290194,0.3149897233813855,1,True
2382.TW,4958.TW,supply_chain,1,0.75,2025-11-22 08:00:00,0.3884741774776914,0.436449514848448,0.0479753373707566,1,True
2356.TW,2492.TW,supply_chain,1,0.75,2025-11-22 08:00:00,0.3340337504063697,0.4321772945083039,0.09814354410193421,1,True
2368.TW,2360.TW,capacity_expansion,1,0.85,2025-12-13 14:40:00,-1.3674873006767156,-1.5286645044292733,-0.16117720375255762,-1,True
2368.TW,3036.TW,capacity_expansion,1,0.85,2025-12-13 14:40:00,1.1308744526888246,1.0243758661853664,-0.10649858650345823,1,False
2368.TW,3105.TWO,capacity_expansion,1,0.85,2025-12-13 14:40:00,-2.967795626349847,-3.003317965829688,-0.03552233947984096,1,False
2313.TW,2337.TW,capacity_expansion,1,0.85,2025-12-13 14:40:00,-0.6913284779984281,-0.1256469958180434,0.5656814821803847,1,True
4958.TW,2382.TW,capacity_expansion,1,0.85,2025-12-13 14:40:00,-0.0756311567441468,0.0515224233624816,0.12715358010662842,-1,False
5274.TWO,2360.TW,analyst_and_market_sentiment,1,0.85,2025-10-21 09:10:00,0.9641862440108058,1.6542433268814938,0.690057082870688,-1,False
2382.TW,4958.TW,market_dynamics,1,0.8,2026-06-18 10:30:00,0.01858250415321,0.6261463898496638,0.6075638856964538,1,True
2313.TW,2337.TW,technology_advancement,1,0.8,2026-01-05 09:10:00,-1.7911027140146505,-1.9176186998151732,-0.1265159858005227,1,False
2356.TW,2492.TW,strategic_partnership,1,0.95,2026-05-21 15:40:00,-2.087483400879284,-1.3793359687825757,0.7081474320967085,1,True
4958.TW,2382.TW,financial_performance,1,0.85,2025-11-12 10:29:00,0.9889500331471271,0.5938404778814437,-0.3951095552656835,-1,True
4958.TW,2382.TW,capacity_expansion,1,0.9,2025-11-12 10:29:00,0.9889500331471271,0.5938404778814437,-0.3951095552656835,-1,True
4958.TW,2382.TW,revenue_growth,1,0.85,2025-11-12 10:29:00,0.9889500331471271,0.5938404778814437,-0.3951095552656835,-1,True
6515.TW,3036.TW,ai_demand,1,0.92,2026-03-05 14:00:00,1.606453186458528,-0.6936772514977274,-2.3001304379562555,-1,True
2382.TW,4958.TW,order_dynamics,1,0.85,2026-03-17 10:40:00,-0.5323165557122123,-0.879569240144256,-0.3472526844320437,1,False
2356.TW,2492.TW,supply_chain,1,0.75,2026-03-17 10:40:00,-0.7882767540587763,-0.2133604692781317,0.5749162847806446,1,True
2368.TW,2360.TW,pricing_and_margins,1,0.85,2026-04-02 15:16:00,0.5336870380461932,0.4980547354179125,-0.03563230262828071,-1,True
2368.TW,3036.TW,pricing_and_margins,1,0.85,2026-04-02 15:16:00,-0.5736552763170077,-0.4428555692566394,0.13079970706036836,1,True
2368.TW,3105.TWO,pricing_and_margins,1,0.85,2026-04-02 15:16:00,-1.1720910834712228,-1.8382052742185908,-0.666114190747368,1,False
2360.TW,2368.TW,financial_performance,1,0.95,2026-04-30 18:08:00,-0.9850956703958712,-0.2329074644605996,0.7521882059352716,1,True
2360.TW,5274.TWO,financial_performance,1,0.95,2026-04-30 18:08:00,-0.1202164126848919,0.2404212257949817,0.3606376384798736,1,True
2360.TW,2368.TW,revenue_growth,1,0.95,2026-04-30 18:08:00,-0.9850956703958712,-0.2329074644605996,0.7521882059352716,1,True
2360.TW,5274.TWO,revenue_growth,1,0.95,2026-04-30 18:08:00,-0.1202164126848919,0.2404212257949817,0.3606376384798736,1,True
2360.TW,2368.TW,order_dynamics,1,0.9,2026-04-30 18:08:00,-0.9850956703958712,-0.2329074644605996,0.7521882059352716,1,True
2360.TW,5274.TWO,order_dynamics,1,0.9,2026-04-30 18:08:00,-0.1202164126848919,0.2404212257949817,0.3606376384798736,1,True
2360.TW,2368.TW,pricing_and_margins,1,0.92,2026-04-30 18:08:00,-0.9850956703958712,-0.2329074644605996,0.7521882059352716,1,True
2360.TW,5274.TWO,pricing_and_margins,1,0.92,2026-04-30 18:08:00,-0.1202164126848919,0.2404212257949817,0.3606376384798736,1,True
2368.TW,2360.TW,supply_chain,1,0.85,2025-11-26 08:01:00,-1.559390983341975,-1.7136371532014265,-0.1542461698594515,-1,True
2368.TW,3036.TW,supply_chain,1,0.85,2025-11-26 08:01:00,2.403610088451455,2.4556091956977544,0.0519991072462993,1,True
2368.TW,3105.TWO,supply_chain,1,0.85,2025-11-26 08:01:00,0.3337836641294044,0.8565574564835116,0.5227737923541071,1,True
2356.TW,2492.TW,supply_chain,1,0.85,2025-11-26 08:01:00,1.608393005571826,1.1717960216916437,-0.4365969838801824,1,False
2382.TW,4958.TW,strategic_partnership,1,0.88,2026-03-13 15:00:00,-0.0279925581170048,-0.528924206019817,-0.5009316479028122,1,False
2356.TW,2492.TW,strategic_partnership,1,0.8,2026-03-13 15:00:00,0.5992524543473146,0.616160578041457,0.016908123694142407,1,True
2382.TW,4958.TW,revenue_growth,-1,0.8,2025-11-17 09:00:00,0.680482555863275,0.6469414186150851,-0.033541137248189856,-1,True
6515.TW,3036.TW,revenue_growth,1,0.9,2026-04-07 17:45:00,-0.214913330902523,-0.92467484410085,-0.709761513198327,-1,True
3105.TWO,2337.TW,ai_demand,1,0.85,2026-01-28 12:10:00,1.4127690369799375,2.634382005773241,1.2216129687933035,-1,False
3105.TWO,2368.TW,ai_demand,1,0.85,2026-01-28 12:10:00,-1.588556799733616,-1.2839300312290267,0.30462676850458936,-1,False
3105.TWO,3036.TW,ai_demand,1,0.85,2026-01-28 12:10:00,-0.1063986798269387,0.4188047390208768,0.5252034188478155,-1,False
6515.TW,3036.TW,revenue_growth,1,0.95,2026-06-08 16:00:00,-1.4424596677958192,-0.7414194194225228,0.7010402483732965,-1,False
6515.TW,3036.TW,capacity_expansion,1,0.9,2026-06-08 16:00:00,-1.4424596677958192,-0.7414194194225228,0.7010402483732965,-1,False
6515.TW,3036.TW,product_launch_and_development,1,0.85,2026-06-08 16:00:00,-1.4424596677958192,-0.7414194194225228,0.7010402483732965,-1,False
2382.TW,4958.TW,ai_demand,1,0.9,2026-04-25 10:58:00,-2.5127904791317603,-2.2759921389633315,0.23679834016842882,1,True
2382.TW,4958.TW,order_dynamics,1,0.85,2026-04-25 10:58:00,-2.5127904791317603,-2.2759921389633315,0.23679834016842882,1,True
2382.TW,4958.TW,ai_demand,1,0.95,2026-05-12 10:50:00,0.5555764565591984,-0.2460143130264267,-0.8015907695856251,1,False
2382.TW,4958.TW,corporate_events,1,0.95,2025-11-10 15:46:00,0.6990662690968986,0.6801275268966593,-0.018938742200239278,1,False
2382.TW,4958.TW,analyst_and_market_sentiment,0,0.5,2026-05-25 08:30:00,-0.8850781013663698,-0.6980154116663736,0.18706268969999618,0,
3105.TWO,2337.TW,corporate_events,1,0.75,2026-04-24 17:41:00,-1.101759287742663,0.2344792367457813,1.3362385244884443,-1,False
3105.TWO,2368.TW,corporate_events,1,0.75,2026-04-24 17:41:00,0.7247707164878707,2.1872698121722625,1.4624990956843917,-1,False
3105.TWO,3036.TW,corporate_events,1,0.75,2026-04-24 17:41:00,-0.8326262749972728,0.1277392995897027,0.9603655745869755,-1,False
2337.TW,2313.TW,supply_chain,1,0.95,2026-03-12 23:30:00,0.4018120691928446,-0.233870659477114,-0.6356827286699587,-1,True
2337.TW,3105.TWO,supply_chain,1,0.95,2026-03-12 23:30:00,-0.7404417324537625,-0.0184004593104064,0.7220412731433562,1,True
2313.TW,2337.TW,supply_chain,1,0.75,2026-05-21 08:00:00,1.0949014627988212,1.2091931121641188,0.11429164936529768,1,True
2337.TW,2313.TW,supply_chain,1,0.75,2026-01-07 17:18:00,-2.267806919131694,-3.444063639564974,-1.1762567204332801,-1,True
2337.TW,3105.TWO,supply_chain,1,0.75,2026-01-07 17:18:00,2.0290347321945132,2.2731878848382263,0.24415315264371307,1,True
2337.TW,2313.TW,analyst_and_market_sentiment,1,0.85,2025-12-30 13:00:00,0.4775971460787646,-0.1143023833896784,-0.5918995294684429,-1,True
2337.TW,3105.TWO,analyst_and_market_sentiment,1,0.85,2025-12-30 13:00:00,-1.0073708195290805,-0.7463364480764827,0.2610343714525978,1,True
2382.TW,4958.TW,corporate_events,1,0.85,2025-10-27 09:20:00,0.7419119125559179,0.7446286500621968,0.0027167375062788768,1,True
2356.TW,2492.TW,corporate_events,1,0.85,2025-10-27 09:20:00,-3.2920809209323236,-2.728499596310476,0.5635813246218477,1,True
6515.TW,3036.TW,revenue_growth,1,0.85,2025-12-23 13:45:00,-0.1457217414281627,-0.836378039757402,-0.6906562983292392,-1,True
2382.TW,4958.TW,corporate_events,-1,0.7,2025-10-12 09:00:00,1.1620178474718947,1.3016368924109432,0.13961904493904842,-1,False
2337.TW,2313.TW,analyst_and_market_sentiment,1,0.85,2026-03-20 14:30:00,-3.811323023515622,-2.5758340914673883,1.2354889320482338,-1,False
2337.TW,3105.TWO,analyst_and_market_sentiment,1,0.85,2026-03-20 14:30:00,2.5064546071448057,2.1244156932793468,-0.38203891386545896,1,False
2337.TW,2313.TW,analyst_and_market_sentiment,1,0.85,2026-04-21 10:15:00,0.6782273671257527,0.2466089913601368,-0.4316183757656159,-1,True
2337.TW,3105.TWO,analyst_and_market_sentiment,1,0.85,2026-04-21 10:15:00,-2.906234373252585,-2.1316893109139112,0.7745450623386736,1,True
2360.TW,2368.TW,revenue_growth,1,0.95,2026-05-07 09:25:00,-0.262245146163249,0.2996443603105089,0.5618895064737579,1,True
2360.TW,5274.TWO,revenue_growth,1,0.95,2026-05-07 09:25:00,0.1446606546560452,0.2541084025924457,0.10944774793640052,1,True
2360.TW,2368.TW,ai_demand,1,0.95,2026-05-07 09:25:00,-0.262245146163249,0.2996443603105089,0.5618895064737579,1,True
2360.TW,5274.TWO,ai_demand,1,0.95,2026-05-07 09:25:00,0.1446606546560452,0.2541084025924457,0.10944774793640052,1,True
2360.TW,2368.TW,capacity_expansion,1,0.9,2026-05-07 09:25:00,-0.262245146163249,0.2996443603105089,0.5618895064737579,1,True
2360.TW,5274.TWO,capacity_expansion,1,0.9,2026-05-07 09:25:00,0.1446606546560452,0.2541084025924457,0.10944774793640052,1,True
2360.TW,2368.TW,analyst_and_market_sentiment,1,0.9,2026-05-07 09:25:00,-0.262245146163249,0.2996443603105089,0.5618895064737579,1,True
2360.TW,5274.TWO,analyst_and_market_sentiment,1,0.9,2026-05-07 09:25:00,0.1446606546560452,0.2541084025924457,0.10944774793640052,1,True
6515.TW,3036.TW,capacity_expansion,1,0.9,2026-01-12 09:20:00,-0.6878113801649919,0.6469052551825126,1.3347166353475046,-1,False
3036.TW,2368.TW,revenue_growth,1,0.95,2026-01-13 17:35:00,0.4389179952371876,0.5581104120217911,0.11919241678460352,-1,False
3036.TW,3105.TWO,revenue_growth,1,0.95,2026-01-13 17:35:00,-0.4252348381588196,-0.39161244751268,0.03362239064613959,1,True
3036.TW,6515.TW,revenue_growth,1,0.95,2026-01-13 17:35:00,0.6469052551825126,0.5041620640782518,-0.1427431911042608,1,False
3036.TW,2368.TW,corporate_events,1,0.9,2026-01-13 17:35:00,0.4389179952371876,0.5581104120217911,0.11919241678460352,-1,False
3036.TW,3105.TWO,corporate_events,1,0.9,2026-01-13 17:35:00,-0.4252348381588196,-0.39161244751268,0.03362239064613959,1,True
3036.TW,6515.TW,corporate_events,1,0.9,2026-01-13 17:35:00,0.6469052551825126,0.5041620640782518,-0.1427431911042608,1,False
3036.TW,2368.TW,ai_demand,1,0.92,2026-01-13 17:35:00,0.4389179952371876,0.5581104120217911,0.11919241678460352,-1,False
3036.TW,3105.TWO,ai_demand,1,0.92,2026-01-13 17:35:00,-0.4252348381588196,-0.39161244751268,0.03362239064613959,1,True
3036.TW,6515.TW,ai_demand,1,0.92,2026-01-13 17:35:00,0.6469052551825126,0.5041620640782518,-0.1427431911042608,1,False
2382.TW,4958.TW,ai_demand,1,0.93,2026-06-01 10:15:00,1.4656048977467404,2.6370052871454788,1.1714003893987384,1,True
2382.TW,4958.TW,strategic_partnership,1,0.85,2026-06-02 15:40:00,2.6370052871454788,2.8747915917261437,0.23778630458066496,1,True
3105.TWO,2337.TW,supply_chain,1,0.85,2026-01-20 13:40:00,2.2177222340406577,1.763146042660352,-0.4545761913803057,-1,True
3105.TWO,2368.TW,supply_chain,1,0.85,2026-01-20 13:40:00,-2.1791867350633263,-2.1677387967623116,0.011447938301014648,-1,False
3105.TWO,3036.TW,supply_chain,1,0.85,2026-01-20 13:40:00,-0.7589834147329282,-0.0984492014476986,0.6605342132852295,-1,False
6515.TW,3036.TW,capacity_expansion,1,0.95,2026-05-31 09:00:00,0.9560255966761526,0.1411923971943917,-0.8148331994817609,-1,True
6515.TW,3036.TW,market_dynamics,1,0.95,2026-05-31 09:00:00,0.9560255966761526,0.1411923971943917,-0.8148331994817609,-1,True
6515.TW,3036.TW,revenue_growth,1,0.9,2026-05-31 09:00:00,0.9560255966761526,0.1411923971943917,-0.8148331994817609,-1,True
6515.TW,3036.TW,product_launch_and_development,1,0.85,2026-05-31 09:00:00,0.9560255966761526,0.1411923971943917,-0.8148331994817609,-1,True
6515.TW,3036.TW,capacity_expansion,1,0.85,2026-05-31 09:00:00,0.9560255966761526,0.1411923971943917,-0.8148331994817609,-1,True
